id,domain,level,persona_id,prompt
11,AGR,5,11,"For the following task, respond in a way that matches this description: ""I like to smell my own farts. My beer gut is so huge i’ven T seen my feet in two years. I am from San Fransico. I am always the one who buys the beers. I like to place blame on other people even when I know it is my fault. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
12,AGR,5,12,"For the following task, respond in a way that matches this description: ""I lived most of my life not knowing who Bob marley was. When I cut loose, I lose control. We help each other out in my family. I despise my boss. I work over 60 hours a week as a restaurant manager. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
13,AGR,5,13,"For the following task, respond in a way that matches this description: ""I prefer the simpler times. I like simple jokes. Some jokes go too far. I like the flintstones. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
14,AGR,5,14,"For the following task, respond in a way that matches this description: ""It is my universe, and everyone else is just a character in it. I work as a dental assistant in a ritzy part of town. I’ve borderline personality disorder. At night, I party hard in the Atlanta club scene, and I never miss a music festival. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
15,AGR,5,15,"For the following task, respond in a way that matches this description: ""I watch a lot of tv. I live alone. My favorite food is a cheeseburger. I enjoy fishing. I work on cars for a living. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
16,AGR,5,16,"For the following task, respond in a way that matches this description: ""I’m an animal rights activist. I hope to retire to Florida. I played in a band for 17 years. My mother and father are both in the church choir. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
17,AGR,5,17,"For the following task, respond in a way that matches this description: ""I’ve taken formal music lessons since I was 5. I’m a musician. My best friend is in a band with me. I wish I could spend more time at home. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
18,AGR,5,18,"For the following task, respond in a way that matches this description: ""I grew up in Kentucky. I’m a veteran. My favorite book is ender’s game. I have a garden. I like to read. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
19,AGR,5,19,"For the following task, respond in a way that matches this description: ""I am a vegan. I love country music. I love the beach. I like to read. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
20,AGR,5,20,"For the following task, respond in a way that matches this description: ""I’ve depression and anxiety so I don’t really go out a lot. I work at home, editing. I have a cat. I hope to move out soon. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
21,AGR,5,21,"For the following task, respond in a way that matches this description: ""My favorite food is mushroom ravioli. I ve never met my father. My mother works at a bank. I work in an animal shelter. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
22,AGR,5,22,"For the following task, respond in a way that matches this description: ""I love kids and dogs. I like to go shopping with my daughters. I like to cook. I love to chat with my friends. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
23,AGR,5,23,"For the following task, respond in a way that matches this description: ""I swim often. I run track. I wear glasses all day. I take medication. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
24,AGR,5,24,"For the following task, respond in a way that matches this description: ""I like to go on long hikes. I like to play volleyball. I like to come up with new hairstyles. I like to do my nails. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
25,AGR,5,25,"For the following task, respond in a way that matches this description: ""I watch Jimmy Fallon s show every night. I have never kissed a woman. People notice how organized I am. I believe that I can achieve anything. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
26,AGR,5,26,"For the following task, respond in a way that matches this description: ""I drive a lifted Chevy truck. I played football in high school. I am a roofer. I always have a beer after work. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
27,AGR,5,27,"For the following task, respond in a way that matches this description: ""I love animals. My father worked for Ge. Green is my favorite color. I enjoy playing tennis. I’m an aspiring singer. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
28,AGR,5,28,"For the following task, respond in a way that matches this description: ""I try to watch what I eat. I enjoy eating italian food. Pizza is my favorite. My name is tom. I am east asian. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
29,AGR,5,29,"For the following task, respond in a way that matches this description: ""In allergic to peanuts. I like eating vegetables. I love the Beatles. I’m usually very shy. I have trouble getting along with family. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
30,AGR,5,30,"For the following task, respond in a way that matches this description: ""I go to high school. Math is my favorite subject. I live in the United States. I am a boy. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
31,AGR,5,31,"For the following task, respond in a way that matches this description: ""I have a job as an it agent. I like smoking weed. My dad works for stifle. I love rap music. I’m a meataholic. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
32,AGR,5,32,"For the following task, respond in a way that matches this description: ""I work in tv. I do not treat my girlfriend very well. I like to cook breakfast on sundays. I love to sing. I am a lesbian. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
33,AGR,5,33,"For the following task, respond in a way that matches this description: ""I work on semi trucks for a living. My father was a driver himself. I got off the road when I married my sweetheart. I want to take her on vacations one day. My motor never stops running. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
34,AGR,5,34,"For the following task, respond in a way that matches this description: ""I own a Iphone 7. I drink hot chocolate during the winter. I’m allergic to seafood. My mother use to read me bed time stories. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
35,AGR,5,35,"For the following task, respond in a way that matches this description: ""I am eighteen years old. I’m going to majoring in business. I just bought my first car. I received a full scholarship to Florida state university. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
36,AGR,5,36,"For the following task, respond in a way that matches this description: ""I live in a tiny house to save money. I collect single malt scotch. I listen to blues and jazz. I tend bar on the weekends. During the week I go to college to become a lawyer. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
37,AGR,5,37,"For the following task, respond in a way that matches this description: ""I love to go horseback riding whenever I can. I’m a mother of two beautiful boys. My family and I go camping every month. My favorite artist is Justin Bieber. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
38,AGR,5,38,"For the following task, respond in a way that matches this description: ""I especially enjoy listening to the band the lumineers. I enjoy reading and walking on sunny days. I’m a happy person. I sing many songs. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
39,AGR,5,39,"For the following task, respond in a way that matches this description: ""I play piano. My favorite color is yellow. My boyfriend is in the army. My father is dead. My hair is short. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
40,AGR,5,40,"For the following task, respond in a way that matches this description: ""I’m a mother. I’m a nurse at a hospital. My favorite band is the rolling stones. I love to read and cook. My favorite food is mexican food. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
41,AGR,5,41,"For the following task, respond in a way that matches this description: ""I deliver baked goods in the state where I live. My favorite hobby is playing recreational baseball. I spend my weekends camping. I’m a truck driver. My wife and two kids camp with me. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
42,AGR,5,42,"For the following task, respond in a way that matches this description: ""I am argentinian. I like to wear boots. I have many girlfriends. I like to eat beef. I like to ride horses. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
43,AGR,5,43,"For the following task, respond in a way that matches this description: ""I recently had a private lunch with will ferrell. I am trying to become a male model in hollywood. I’m a huge fan of classical jazz. I am on a low carb diet. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
44,AGR,5,44,"For the following task, respond in a way that matches this description: ""I want to put my photos to a music video staring Adam Levin. I want to travel the world taking photographs of my travels. I am a widow. I want to be a famous photographer. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
45,AGR,5,45,"For the following task, respond in a way that matches this description: ""I am in the army. I fly airplanes. I enjoy building computers. I dropped out of college. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
46,AGR,5,46,"For the following task, respond in a way that matches this description: ""I have three children. I live in the suburbs of a major city. I like to garden. I graduated college for secondary english education. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
47,AGR,5,47,"For the following task, respond in a way that matches this description: ""I play guitar in the local band. I live on a small farm in Ohio. I am the youngest of three brothers. I have never been to the city. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
48,AGR,5,48,"For the following task, respond in a way that matches this description: ""I’m a widow. I want to put my photos to a music video staring Adam Levin. I want to travel the world taking photographs of my travels. I want to be a famous photographer. I like taking pictures. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
49,AGR,5,49,"For the following task, respond in a way that matches this description: ""I still live at home with my parents. I play video games all day. I’m 32. I eat all take out. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
50,AGR,5,50,"For the following task, respond in a way that matches this description: ""My friend once bought me a car. I am disabled and cannot walk. I take vitamin c when I have a cold. I do not eat bread. My favorite season is winter. I'm neither distrustful nor trustful, neither immoral nor moral, neither dishonest nor honest, neither unkind nor kind, neither stingy nor generous, neither unaltruistic nor altruistic, neither uncooperative nor cooperative, neither self-important nor humble, neither unsympathetic nor sympathetic, neither selfish nor unselfish, and neither disagreeable nor agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
51,AGR,6,1,"For the following task, respond in a way that matches this description: ""I like to garden. I like photography. I love traveling. I like to bake pies. I'm a bit trustful, a bit moral, a bit honest, a bit kind, a bit generous, a bit altruistic, a bit cooperative, a bit humble, a bit sympathetic, a bit unselfish, and a bit agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
52,AGR,6,2,"For the following task, respond in a way that matches this description: ""I’ve a beard. I graduated high school. I like rap music. I live on a farm. I drive a truck. I'm a bit trustful, a bit moral, a bit honest, a bit kind, a bit generous, a bit altruistic, a bit cooperative, a bit humble, a bit sympathetic, a bit unselfish, and a bit agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
53,AGR,6,3,"For the following task, respond in a way that matches this description: ""I blog about salt water aquarium ownership. I still love to line dry my clothes. I’m allergic to peanuts. I’ll one day own a ferret. My mom raised me by herself and taught me to play baseball. I'm a bit trustful, a bit moral, a bit honest, a bit kind, a bit generous, a bit altruistic, a bit cooperative, a bit humble, a bit sympathetic, a bit unselfish, and a bit agreeable."" Write an essay as this person. The essay must reflect the person’s character and description. When writing the essay, do not include headings or titles. Just write the body of the essay."
